price,price_per_sqfoot,bedrooms,bathrooms,square-foot
1959,2.38902439,2,1,820
7899,5.028007638,3,3,1571
3316,4.710227273,1,1,704
4499,5.292941176,1,1,850
2995,3.74375,1,1,800
3975,5.006297229,1,1,794
2500,6.944444444,0,1,360
2100,2.508960573,1,1,837
1500,3.571428571,0,1,420
1300,3.611111111,0,1,360
1600,2.898550725,0,1,552
1500,0.791556728,3,2,1895
2575,3.247162673,1,1,793
2407,3.901134522,1,1,617
4585,4.09375,2,2,1120
3500,5.384615385,0,1,650
6970,4.436664545,3,3,1571
1300,2.363636364,1,1,550
2900,2.443133951,2,2,1187
1950,2.288732394,1,1,852
2250,2.338877339,1,1,962
850,1.653696498,1,1,514
1625,2.992633517,0,1,543
2300,2.7479092,1,1,837
2000,5.555555556,0,1,360
2300,3.066666667,1,1,750
4200,3.962264151,2,2,1060
4200,3.309692671,2,2,1269
1800,3.260869565,0,5,552
665,0.629734848,2,1,1056
550,0.6875,1,1,800
6900,4.058823529,3,2,1700
6900,4.451612903,3,2,1550
3400,3.016858917,2,2,1127
2200,1.692307692,3,2,1300
3000,2.661934339,2,2,1127
1200,0.706713781,3,2,1698
1600,0.657894737,6,2,2432
575,0.577309237,2,1,996
600,0.789473684,2,1,760
1250,1.5625,1,1,800
865,1.478632479,0,1,585
595,0.991666667,2,1,600
945,1.18125,2,1,800
7250,4.948805461,3,2,1465
5600,4.620462046,2,2,1212
2975,1.105536975,3,3,2691
2950,2.512776831,2,2,1174
1600,1.584158416,2,1,1010
2100,2.464788732,1,1,852
825,1,2,1,825
8500,7.589285714,2,2,1120
3240,5.251215559,1,1,617
1895,2.707142857,1,1,700
2682,3.438461538,1,1,780
1800,0.903614458,3,2,1992
3895,1.622916667,4,2,2400
1595,1.595,1,1,1000
2982,4.046132972,1,1,737
900,1.24137931,2,1,725
3005,4.361393324,1,1,689
2550,3.1875,1,1,800
3350,6.203703704,0,1,540
3477,4.313895782,1,1,806
3500,3.339694656,2,2,1048
850,0.772727273,2,2,1100
8500,3.309968847,3,3,2568
5570,4.9204947,2,2,1132
5520,5,2,2,1104
635,0.852348993,2,1,745
1100,0.910596026,3,2,1208
650,0.738636364,2,1,880
3250,3.101145038,1,2,1048
1795,2.18902439,2,1,820
3195,2.556,3,2,1250
725,0.659090909,2,2,1100
